country_code,country_name,source,medicine_name,brand_name,active_substance,generic_name,strength,package_size,dosage_form,presentation,package_ndc,product_ndc,application_number,route,therapeutic_category,pharmacologic_class,manufacturer,company_name,contact_info,status,update_type,shortage_start,shortage_reason,reason,estimated_end,discontinued_date,update_date,related_info,scraped_at,atc_code,prk
US,United States,FDA,Palbociclib Capsule,IBRANCE,PALBOCICLIB,Palbociclib Capsule,,,Capsule,"Ibrance, Capsule, 100 mg (NDC 0069-0188-21)",0069-0188-21,"0069-0188, 0069-0187, 0069-0189",NDA207103,ORAL,Oncology,Kinase Inhibitor [EPC],Pfizer Laboratories Div Pfizer Inc,Pfizer Inc.,800-533-4535,To Be Discontinued,New,2026-04-22,,,,2026-04-22,2026-04-22,Discontinuation of the manufacturing of the capsule presentation. 100 mg Tablet NDC 0069-0486-03 will continue to be manufactured.,2026-09-23T21:01:42.340182,L01EF01,
US,United States,FDA,Spironolactone Tablet,ALDACTONE,SPIRONOLACTONE,Spironolactone Tablet,,,Tablet,"Aldactone, Tablet, 100 mg (NDC 0025-1031-31)",0025-1031-31,"0025-1031, 0025-1001, 0025-1041",NDA012151,ORAL,Cardiovascular,Aldosterone Antagonist [EPC],Pfizer Laboratories Div Pfizer Inc,Pfizer Inc.,800-533-4535,To Be Discontinued,New,2025-12-10,,,,2025-12-10,2025-12-10,Discontinuation of the manufacture of the drug.,2026-09-23T21:01:42.340202,C03DA01,
US,United States,FDA,Methotrexate Sodium Injection,METHOTREXATE,METHOTREXATE SODIUM,Methotrexate Sodium Injection,,,Injection,"Methotrexate Preservative Free, Injection, 1 g (NDC 63323-122-50)",63323-122-50,63323-122,ANDA040266,"INTRA-ARTERIAL, INTRAMUSCULAR, INTRATHECAL, INTRAVENOUS","Rheumatology, Oncology",,"Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,Current,Reverified,2023-03-13,,,,,2026-09-15,Check wholesaler for inventory,2026-09-23T21:01:42.340224,L01BA01,102806
US,United States,FDA,Ketorolac Tromethamine Injection,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,Ketorolac Tromethamine Injection,,,Injection,"Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 0338-0072-25)",0338-0072-25,"0338-0072, 0338-0069, 0338-0076",ANDA209900,"INTRAMUSCULAR, INTRAVENOUS",Analgesia/Addiction,,Baxter Healthcare Corporation,Baxter Healthcare,888-229-0001,Current,Revised,2018-06-06,,,,,2026-09-17,,2026-09-23T21:01:42.340236,M01AB15,
US,United States,FDA,Insulin Glargine-aglr Injection,REZVOGLAR KWIKPEN,INSULIN GLARGINE,Insulin Glargine-aglr Injection,,,Injection,"Rezvoglar, Injection, 100 [iU]/1 mL (NDC 0002-8980-05)",0002-8980-05,0002-8980,BLA761215,SUBCUTANEOUS,Endocrinology/Metabolism,Insulin Analog [EPC],Eli Lilly and Company,Eli Lilly and Co.,800-545-5979,To Be Discontinued,New,2026-09-01,,,,2026-09-01,2026-09-01,"A business decision was made to discontinue manufacture of the drug. Distribution projected to end June 2027. If patients or prescribers have any questions, the Lilly Answers Center (1-800-545-5979) is available Monday through Friday from 9am to 8pm for assistance.",2026-09-23T21:01:42.340255,A10AE04,85375
US,United States,FDA,Dextrose Monohydrate 10% Injection,DEXTROSE,DEXTROSE MONOHYDRATE,Dextrose Monohydrate 10% Injection,,,Injection,"Dextrose 10% In Plastic Container, Injection, 100 g/1000 mL (NDC 0338-0023-04)",0338-0023-04,"0338-0023, 0338-0017",NDA016694,INTRAVENOUS,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",,Baxter Healthcare Corporation,Baxter Healthcare,888-229-0001,Current,Reverified,2022-03-01,,,,,2026-09-17,,2026-09-23T21:01:42.340268,B05BA01,
US,United States,FDA,Ropivacaine Hydrochloride Injection,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,Ropivacaine Hydrochloride Injection,,,Injection,"Ropivacaine Hydrochloride, Injection, 2 mg/1 mL (NDC 70069-062-10)",70069-062-10,"70069-062, 70069-061, 70069-063, 70069-064, 70069-065, 70069-066, 70069-067",ANDA207636,"EPIDURAL, INFILTRATION, PERINEURAL",Anesthesia,,"Somerset Therapeutics, LLC","Somerset Therapeutics, LLC",732-554-1019,Current,Reverified,2018-03-23,,,,,2026-09-11,,2026-09-23T21:01:42.340286,N01BB09,43532
US,United States,FDA,Phenobarbital Tablet,PHENOBARBITAL,PHENOBARBITAL,Phenobarbital Tablet,,,Tablet,"Phenobarbital, Tablet, 64.8 mg (NDC 0603-5167-32)",0603-5167-32,"0603-5167, 0603-5165, 0603-5166, 0603-5168",,ORAL,"Analgesia/Addiction, Neurology, Other",,"Par Health USA, LLC","Endo Pharmaceuticals, Inc.",800-828-9393,To Be Discontinued,New,2025-10-31,,,,2025-10-31,2025-10-31,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.340306,N03AA02,
US,United States,FDA,Valsartan Tablet,VALSARTAN,VALSARTAN,Valsartan Tablet,,,Tablet,"Valsartan, Tablet, 160 mg (NDC 0378-5814-77)",0378-5814-77,"0378-5814, 0378-5807, 0378-5813, 0378-5815",ANDA090866,ORAL,Cardiovascular,Angiotensin 2 Receptor Blocker [EPC],Mylan Pharmaceuticals Inc.,"Mylan Pharmaceuticals Inc., a Viatris Company",800-796-9526,To Be Discontinued,New,2025-11-19,,,,2025-11-19,2025-11-19,A business decision was made to discontinue manufacture of the drug.,2026-09-23T21:01:42.340326,C09CA03,
US,United States,FDA,"Methylphenidate Hydrochloride Tablet, Extended Release",METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,"Methylphenidate Hydrochloride Tablet, Extended Release",,,Tablet,"Methylphenidate Hydrochloride, Tablet, Extended Release, 36 mg (NDC 62037-726-01)",62037-726-01,"62037-726, 62037-725, 62037-734, 62037-727",ANDA076772,ORAL,Psychiatry,,"Actavis Pharma, Inc.","Teva Pharmaceuticals USA, Inc.",800-545-8800,Current,Revised,2023-07-26,Other,Other,,,2026-09-15,Estimated recovery: September 2026,2026-09-23T21:01:42.340338,N06BA04,105198
US,United States,FDA,Lasmiditan Succinate Tablet,REYVOW,LASMIDITAN,Lasmiditan Succinate Tablet,,,Tablet,"Reyvow, Tablet, 100 mg (NDC 0002-4491-08)",0002-4491-08,"0002-4491, 0002-4312",NDA211280,ORAL,Neurology,,Eli Lilly and Company,Eli Lilly and Co.,800-545-5979,To Be Discontinued,New,2025-11-03,,,,2025-11-03,2025-11-03,"A business decision was made to discontinue manufacture of the 50 mg and 100 mg tablets. Distribution will end on May 31, 2026.",2026-09-23T21:01:42.340359,N02CC08,
US,United States,FDA,Lisdexamfetamine Dimesylate Capsule,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Lisdexamfetamine Dimesylate Capsule,,,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 50 mg (NDC 42858-165-01)",42858-165-01,"42858-165, 42858-161, 42858-162, 42858-163, 42858-164, 42858-166, 42858-167",ANDA215330,ORAL,Psychiatry,,Rhodes Pharmaceuticals LLC,Rhodes Pharmaceuticals L.P.,888-827-0616,Current,Revised,2023-07-14,Shortage of an active ingredient,Shortage of an active ingredient,,,2026-06-24,Estimated recovery: TBD,2026-09-23T21:01:42.340376,N06BA12,198382
US,United States,FDA,"Doxycycline Hyclate Tablet, Delayed Release",DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,"Doxycycline Hyclate Tablet, Delayed Release",,,Tablet,"Doxycycline Hyclate, Tablet, Delayed Release, 50 mg (NDC 0591-4550-22)",0591-4550-22,"0591-4550, 0591-4575",ANDA090134,ORAL,Anti-Infective,,"Actavis Pharma, Inc.","Teva Pharmaceuticals USA, Inc.",800-545-8800,To Be Discontinued,New,2026-07-30,,,,2026-07-30,2026-07-30,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.340393,J01AA02,
US,United States,FDA,Bupivacaine Hydrochloride Injection,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,Bupivacaine Hydrochloride Injection,,,Injection,"Bupivacaine Hydrochloride, Injection, 125 mg/50 mL (2.5 mg/mL) (NDC 0409-1160-01)",0409-1160-01,"0409-1160, 0409-1159, 0409-1162, 0409-1163, 0409-1165, 0409-9043, 0409-9046, 0409-9045, 0409-9042",ANDA070590,"INFILTRATION, PERINEURAL",Anesthesia,,"Hospira, Inc.","Hospira, Inc., a Pfizer Company",844-646-4398,Current,Reverified,2018-02-20,,,,,2026-09-09,,2026-09-23T21:01:42.340408,N01BB01,
US,United States,FDA,Ropivacaine Hydrochloride Injection,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,Ropivacaine Hydrochloride Injection,,,Injection,"Ropivacaine Hydrochloride, Injection, 5 mg/1 mL (NDC 43066-019-10)",43066-019-10,"43066-019, 43066-015, 43066-023, 43066-027",ANDA212808,"EPIDURAL, INFILTRATION, PERINEURAL",Anesthesia,,Baxter Healthcare Corporation,"Caplin Steriles, Ltd.",888-229-0001,Current,Reverified,2020-12-22,,,,,2026-06-10,Check wholesalers for inventory; Marketed by Baxter,2026-09-23T21:01:42.340424,N01BB09,43532
US,United States,FDA,Carboplatin Injection,CARBOPLATIN,CARBOPLATIN,Carboplatin Injection,,,Injection,"Carboplatin, Injection, 600 mg/60 mL (10 mg/mL) (NDC 61703-600-05)",61703-600-05,"61703-600, 61703-360, 61703-150, 61703-262",ANDA077059,INTRAVENOUS,Oncology,Platinum-based Drug [EPC],"Hospira, Inc.","Hospira, Inc., a Pfizer Company",844-646-4398,Current,Revised,2023-04-28,Other,Other,,,2026-09-09,Next Delivery: October 2026; Estimated Recovery: December 2026; Shortage per Manufacturer: Manufacturing Delay,2026-09-23T21:01:42.340440,L01XA02,119113
US,United States,FDA,Atropine Sulfate Injection,ATROPINE SULFATE,ATROPINE SULFATE,Atropine Sulfate Injection,,,Injection,"Atropine Sulfate, Injection, 1 mg/10 mL (0.1 mg/mL) Syringes (NDC 64253-400-91)",64253-400-91,64253-400,ANDA214970,INTRAVENOUS,"Anesthesia, Neurology, Pediatric",,"Medefil, Inc.","Medefil, Inc.",630-682-4600,Current,Reverified,2012-01-01,,,,,2026-09-15,,2026-09-23T21:01:42.340454,A03BA01,
US,United States,FDA,Lidocaine Hydrochloride Injection,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,Lidocaine Hydrochloride Injection,,,Injection,"Lidocaine Hydrochloride, Injection, 300 mg/30 mL (NDC 83634-653-30)",83634-653-30,"83634-653, 83634-651",ANDA219535,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL","Anesthesia, Pediatric",,"Avenacy, LLC",Anthea Pharma,"Avenacy, LLC: 877-283-6229",Current,Reverified,2012-02-22,,,,,2026-09-15,"Distributed by Avenacy, LLC",2026-09-23T21:01:42.340467,C01BB01,126950
US,United States,FDA,Dobutamine Hydrochloride Injection,DOBUTAMINE IN DEXTROSE,DOBUTAMINE HYDROCHLORIDE,Dobutamine Hydrochloride Injection,,,Injection,"Dobutamine Hydrochloride In Dextrose 5% In Plastic Container, Injection, 500 mg/250mL (200 mg/mL) (NDC 0409-0025-10)",0409-0025-10,"0409-0025, 0409-2347, 0409-2346, 0409-3724, 0409-0151, 0409-1100",NDA020201,INTRAVENOUS,"Cardiovascular, Pediatric, Renal",,"Hospira, Inc.","Hospira, Inc., a Pfizer Company",844-646-4398,Current,Revised,2017-11-06,,,,,2026-09-11,,2026-09-23T21:01:42.340482,C01CA07,124893
US,United States,FDA,Technetium TC-99M Pyrophosphate Kit Injection,KIT FOR THE PREPARATION OF TECHNETIUM TC99M PYROPHOSPHATE,TECHNETIUM TC-99M PYROPHOSPHATE,Technetium TC-99M Pyrophosphate Kit Injection,,,Injection,"CIS-PYRO, Injection, 12 mg/10 mL (NDC 45567-0060-2)",45567-0060-2,45567-0060,NDA019039,INTRAVENOUS,Medical Imaging,Radioactive Diagnostic Agent [EPC],"Sun Pharmaceutical Industries, Inc.","Sun Pharmaceutical Industries, Inc.",800-818-4555,Current,Revised,2023-12-27,Other,Other,,,2026-09-18,Estimated Recovery: TBD,2026-09-23T21:01:42.340497,V09BA03,
US,United States,FDA,Quinapril/Hydrochlorothiazide Tablet,QUINAPRIL AND HYDROCHLOROTHIAZIDE,"QUINAPRIL HYDROCHLORIDE, HYDROCHLOROTHIAZIDE",Quinapril/Hydrochlorothiazide Tablet,,,Tablet,"Quinapril/Hydrochlorothiazide, Tablet, 12.5 mg; 10 mg (NDC 62135-667-90)",62135-667-90,"62135-667, 62135-668, 62135-669",ANDA076374,ORAL,Cardiovascular,Thiazide Diuretic [EPC],"Chartwell RX, LLC",Chartwell Molecular Holdings LLC,845-268-5000 x 510 or Chartwell Customer service at cs@chartwellpharma.com,Current,Reverified,2023-01-19,,,,,2026-09-15,,2026-09-23T21:01:42.340510,,
US,United States,FDA,Bupivacaine Hydrochloride Injection,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,Bupivacaine Hydrochloride Injection,,,Injection,"Bupivacaine Hydrochloride, Injection, 2.5 mg/1 mL (NDC 71288-723-52)",71288-723-52,"71288-723, 71288-726",ANDA216039,"INFILTRATION, PERINEURAL",Anesthesia,,Meitheal Pharmaceuticals Inc,Kindos Pharmaceuticals Co. Ltd.,844-824-8426,To Be Discontinued,New,2026-05-05,,,,2026-05-05,2026-05-05,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.340527,N01BB01,
US,United States,FDA,Midazolam Hydrochloride Injection,MIDAZOLAM,MIDAZOLAM HYDROCHLORIDE,Midazolam Hydrochloride Injection,,,Injection,"Midazolam Hydrochloride, Injection, 1 mg/1 mL (NDC 0641-6059-01)",0641-6059-01,"0641-6059, 0641-6057, 0641-6056, 0641-6061, 0641-6063, 0641-6060",ANDA075243,"INTRAMUSCULAR, INTRAVENOUS","Anesthesia, Neurology",,Hikma Pharmaceuticals USA Inc.,"Hikma Pharmaceuticals USA, Inc.",800-631-2174,Current,Reverified,2020-04-02,,,,,2026-09-18,Additional lots are scheduled to be manufactured. Product will be made available as it is released.,2026-09-23T21:01:42.340540,N05CD08,217697
US,United States,FDA,Lidocaine Hydrochloride Injection,XYLOCAINE MPF,LIDOCAINE HYDROCHLORIDE ANHYDROUS,Lidocaine Hydrochloride Injection,,,Injection,"Xylocaine, Injection, 20 mg/1 mL (NDC 63323-495-27)",63323-495-27,"63323-495, 63323-492, 63323-491, 63323-485, 63323-486, 63323-484, 63323-489, 63323-488, 63323-481, 63323-483, 63323-482, 63323-487",NDA006488,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL","Anesthesia, Pediatric",,"Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,Current,Reverified,2012-02-22,,,,,2026-09-15,Check wholesalers for inventory,2026-09-23T21:01:42.340559,N01BB02,
US,United States,FDA,Lidocaine Hydrochloride Injection,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,Lidocaine Hydrochloride Injection,,,Injection,"Lidocaine Hydrochloride, Preservative Free, Injection, 10 mg/1 mL (NDC 0143-9595-25)",0143-9595-25,"0143-9595, 0143-9594",ANDA084625,"EPIDURAL, INFILTRATION, INTRACAUDAL",Anesthesia,,Hikma Pharmaceuticals USA Inc.,"Hikma Pharmaceuticals USA, Inc.",800-631-2174,Current,Reverified,2018-06-13,,,,,2026-09-18,Additional lots are scheduled for manufacturing to meet demand.  Product will be made available as it is released.,2026-09-23T21:01:42.340574,C01BB01,
US,United States,FDA,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE MONOHYDRATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",,,Tablet,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 11534-192-01)",11534-192-01,"11534-192, 11534-190, 11534-191, 11534-193, 11534-194, 11534-195, 11534-196",ANDA209799,ORAL,Psychiatry,,"SUNRISE PHARMACEUTICAL, INC.","Sunrise Pharmaceutical, Inc.",732-382-6085 Monday to Friday 9 am to 3:45 pm,Current,Reverified,2022-10-12,,,,,2026-09-16,,2026-09-23T21:01:42.340588,,
US,United States,FDA,Valproate Sodium Injection,VALPROATE SODIUM,VALPROATE SODIUM,Valproate Sodium Injection,,,Injection,"Valproate Sodium, Injection, 100 mg/1 mL (NDC 63323-494-05)",63323-494-05,63323-494,ANDA076539,INTRAVENOUS,Neurology,,"Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,Current,Reverified,2020-12-30,,,,,2026-09-15,Checkwholesalers for inventory,2026-09-23T21:01:42.340601,N03AG01,127981
US,United States,FDA,Rifampin Capsule,RIFAMPIN,RIFAMPIN,Rifampin Capsule,,,Capsule,"Rifampin, Capsule, 150 mg (NDC 42806-801-01)",42806-801-01,"42806-801, 42806-799",ANDA064150,ORAL,Anti-Infective,Rifamycin Antibacterial [EPC],"EPIC PHARMA, LLC","Epic Pharma, LLC",(718) 276-8600 ext. 3,Current,Reverified,2021-12-22,Discontinuation of the manufacture of the drug,Discontinuation of the manufacture of the drug,,,2026-09-15,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.340615,J04AB02,7064
US,United States,FDA,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE,"BUPIVACAINE HYDROCHLORIDE, EPINEPHRINE BITARTRATE","Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",,,Injection,"Bupivacaine Hydrochloride And Epinephrine, Injection, 50 mg/10 mL (5 mg/mL) (NDC 0409-9045-01)",0409-9045-01,"0409-9045, 0409-1159, 0409-1160, 0409-1162, 0409-1163, 0409-1165, 0409-9043, 0409-9046, 0409-9042",ANDA071168,"EPIDURAL, INTRACAUDAL, PERINEURAL",Anesthesia,,"Hospira, Inc.","Hospira, Inc., a Pfizer Company",844-646-4398,Current,Revised,2018-02-20,Other,Other,,,2026-09-09,Next Delivery and Estimated Recovery: December 2028; Shortage per Manufacturer: Manufacturing Delay,2026-09-23T21:01:42.340630,,
US,United States,FDA,Nebivolol Hydrochloride Tablet,,,Nebivolol Hydrochloride Tablet,,,Tablet,"Nebivolol Hydrochloride, Tablet, 10 mg (NDC 13668-355-05)",13668-355-05,,,,Cardiovascular,,Torrent Pharmaceuticals Limited,Torrent Pharmaceuticals Limited,908-280-3333,To Be Discontinued,New,2026-03-25,,,,2026-03-25,2026-03-25,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.340648,,
US,United States,FDA,Liraglutide Injection,LIRAGLUTIDE,LIRAGLUTIDE,Liraglutide Injection,,,Injection,"Liraglutide, Injection, 6 mg/1 mL (NDC 71288-563-85)",71288-563-85,71288-563,ANDA218115,SUBCUTANEOUS,Endocrinology/Metabolism,GLP-1 Receptor Agonist [EPC],Meitheal Pharmaceuticals Inc.,"Meitheal Pharmaceuticals, Inc.",844-824-8426,Current,Revised,2023-07-18,,,,,2026-08-27,,2026-09-23T21:01:42.340660,A10BJ02,151203
US,United States,FDA,Lidocaine Hydrochloride Injection,LIDOCAINE,LIDOCAINE HYDROCHLORIDE,Lidocaine Hydrochloride Injection,,,Injection,"Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 63323-201-10)",63323-201-10,"63323-201, 63323-202",ANDA088586,"INFILTRATION, PERINEURAL","Anesthesia, Pediatric",,"Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,Current,Reverified,2012-02-22,Demand increase for the drug,Demand increase for the drug,,,2026-09-15,Next release October 2026. Check wholesalers for inventory.,2026-09-23T21:01:42.340677,C01BB01,
US,United States,FDA,Dopamine Hydrochloride Injection,DOPAMINE HYDROCHLORIDE AND DEXTROSE,DOPAMINE HYDROCHLORIDE,Dopamine Hydrochloride Injection,,,Injection,"Dopamine Hydrochloride In Dextrose 5% In Plastic Container, Injection, 80 mg/100 mL (NDC 0338-1005-03)",0338-1005-03,"0338-1005, 0338-1007, 0338-1009",NDA019615,INTRAVENOUS,Cardiovascular,,Baxter Healthcare Corporation,Baxter Healthcare,888-229-0001,Current,Reverified,2017-11-06,,,,,2026-09-17,,2026-09-23T21:01:42.340690,C01CA04,125512
US,United States,FDA,Albuterol Sulfate Solution,"ALBUTEROL SULFATE INHALATION SOLUTION, 0.5%",ALBUTEROL SULFATE,Albuterol Sulfate Solution,,,Solution,"Albuterol Sulfate, Solution, 2.5 mg/.5 mL (NDC 76204-027-01)",76204-027-01,76204-027,ANDA218386,RESPIRATORY (INHALATION),"Pediatric, Pulmonary/Allergy",,"Ritedose Pharmaceuticals, LLC","Ritedose Pharmaceuticals, LLC",803-806-3300,Resolved,Revised,2022-10-25,,,,,2026-08-27,,2026-09-23T21:01:42.340702,R03AC02,7994
US,United States,FDA,Riluzole Oral Suspension,TEGLUTIK,RILUZOLE,Riluzole Oral Suspension,,,Oral Suspension,"Teglutik, Oral Suspension, 5 mg/1 mL (NDC 70726-0306-1)",70726-0306-1,70726-0306,,ORAL,Neurology,Benzothiazole [EPC],EDW PHARMA,"EDW Pharma, Inc. (formerly Italfarmaco Pharma, Inc.)",610-937-6172,Current,Reverified,2024-01-26,,,,,2026-09-15,,2026-09-23T21:01:42.340715,N07XX02,
US,United States,FDA,Carboplatin Injection,CARBOPLATIN,CARBOPLATIN,Carboplatin Injection,,,Injection,"Carboplatin, Injection, 450 mg/45 mL (10 mg/mL) Multiple Dose Vial (NDC 60505-6282-6)",60505-6282-6,60505-6282,ANDA077861,INTRAVENOUS,Oncology,Platinum-based Drug [EPC],Apotex Corp.,Teyro Labs,Apotex Inc.: 800-706-5575,Current,Reverified,2023-04-28,Discontinuation of the manufacture of the drug,Discontinuation of the manufacture of the drug,,,2026-09-16,Wholesaler & Distributor through Marketing partner (Apotex Inc.); Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.340729,L01XA02,119113
US,United States,FDA,Omeprazole Delayed Release Capsule,OMEPRAZOLE,OMEPRAZOLE,Omeprazole Delayed Release Capsule,,,,"Omeprazole, Delayed Release Capsule, 40 mg (NDC 0781-2234-31)",0781-2234-31,0781-2234,ANDA076515,ORAL,Gastroenterology,Proton Pump Inhibitor [EPC],Sandoz Inc,Sandoz Inc.,800-525-8747,To Be Discontinued,New,2025-10-09,,,,2025-10-09,2025-10-09,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.340747,A02BC01,
US,United States,FDA,"Methylphenidate Film, Extended Release",METHYLPHENIDATE TRANSDERMAL SYSTEM,METHYLPHENIDATE,"Methylphenidate Film, Extended Release",,,"Film, Extended Release","Methylphenidate, Film, Extended Release, 30 mg (NDC 0574-2430-65)",0574-2430-65,"0574-2430, 0574-2410, 0574-2415, 0574-2420",NDA021514,TRANSDERMAL,Psychiatry,Central Nervous System Stimulant [EPC],PADAGIS US LLC,"Noven Pharmaceuticals, Inc.",800-455-8070,Current,Reverified,2025-02-28,,,,,2026-09-02,Distributed by Padagis US LLC,2026-09-23T21:01:42.340760,N06BA04,
US,United States,FDA,Gadobutrol Injection,GADOBUTROL,GADOBUTROL,Gadobutrol Injection,,,Injection,"Gadobutrol, Injection, 604.72 mg/mL (NDC 65219-281-02)",65219-281-02,65219-281,ANDA215061,INTRAVENOUS,Medical Imaging,Gadolinium-based Contrast Agent [EPC],"Fresenius Kabi USA, LLC","Jiangsu Hengrui Pharmaceuticals Co., Ltd.",888-386-1300,To Be Discontinued,New,2026-06-30,,,,2026-06-30,2026-06-30,"Discontinuance of single dose vials, the other two Imaging Bulk Package(IBP) strengths are to remain in supply: the IBP strengths (18.1416 g/30 mL and 39.3068 g/65 mL); Marketed by Fresenius Kabi, USA",2026-09-23T21:01:42.340779,V08CA09,58297
US,United States,FDA,Carboplatin Injection,CARBOPLATIN,CARBOPLATIN,Carboplatin Injection,,,Injection,"Carboplatin, Injection, 450 mg/45 mL (10 mg/mL) (NDC 61703-339-50)",61703-339-50,61703-339,ANDA076517,INTRAVENOUS,Oncology,Platinum-based Drug [EPC],"Hospira, Inc.","Hospira, Inc., a Pfizer Company",844-646-4398,Current,Revised,2023-04-28,Other,Other,,,2026-09-09,Limited Supply Available. Next Delivery and Estimated Recovery: September 2026; Shortage per Manufacturer: Manufacturing Delay,2026-09-23T21:01:42.340792,L01XA02,119113
